Source,Country,ISO3,ISO2,ADMIN1_NAME,ADMIN1_CODE,ADMIN2_NAME,ADMIN2_CODE,Eval_UNIT,IU_NAME_reported,IU_ID_reported,IU_NAME_2018_spatial,IU_id_2018_spatial,Sub_District,Subdistrict_ID,LocationName,SiteID,LocationType,longitude,latitude,Georeliability,SurveyYear,SurveyMonth,Age_start,Age_end,Survey_type,Diagnostic_type,Diagnostic_method,dgx_level,Examined,Positive,Prevalence,Perc_HighInfection,Perc_ModerateInfection,Species,SpeciesType,Quality,Dups,best_prev,serial_number,citation,publication_year,Composite_IU_ID
GAHI,Uganda,UGA,UG,Northern Region,75,Moyo,126,null,Sotoubouayo,126,,null,,,Eria,UGA0016,,31.6553,3.6286,4,1998,,8,15,,Parasitological,Kato-Katz,1,57,6,10.529999999999999,null,null,mansoni,intestinal,3,4,1,78455,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0007500126
GAHI,Uganda,UGA,UG,Northern Region,75,Moyo,126,null,Sotoubouayo,126,,null,,,Etele,UGA0019,,31.736699999999999,3.62798,4,2003,,6,14,,Parasitological,Kato-Katz,1,119,18,15.130000000000001,null,null,mansoni,intestinal,2,4,1,78582,"Kabatereine NB, Brooker S, Koukounari A, Kazibwe F, Tukahebwa EM, Fleming FM, Zhang Y, Webster JP, Stothard JR, Fenwick F (2007) Impact of a national helminth control programme on infection and morbidity in Ugandan schoolchildren. Bulletin of the World Health Organization, 85:91-99.",2007,AUGA0007500126
GAHI,Uganda,UGA,UG,Northern Region,75,Moyo,126,null,Sotoubouayo,126,,null,,,Ewafa,UGA0019,,31.5261,3.1976499999999999,4,2003,,6,14,,Parasitological,Kato-Katz,1,121,31,25.620000000000001,null,null,mansoni,intestinal,2,4,1,78557,"Kabatereine NB, Brooker S, Koukounari A, Kazibwe F, Tukahebwa EM, Fleming FM, Zhang Y, Webster JP, Stothard JR, Fenwick F (2007) Impact of a national helminth control programme on infection and morbidity in Ugandan schoolchildren. Bulletin of the World Health Organization, 85:91-99.",2007,AUGA0007500126
GAHI,Uganda,UGA,UG,Northern Region,75,Moyo,126,null,Sotoubouayo,126,,null,,,Gbari,UGA0016,,31.810300000000002,3.7850700000000002,4,1998,,8,15,,Parasitological,Kato-Katz,1,61,24,39.340000000000003,null,null,mansoni,intestinal,3,4,1,78321,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0007500126
GAHI,Uganda,UGA,UG,Northern Region,75,Moyo,126,null,Sotoubouayo,126,,null,,,Kali West,UGA0016,,31.546600000000002,3.4872000000000001,4,1998,,7,17,,Parasitological,Kato-Katz,1,59,15,25.420000000000002,null,null,mansoni,intestinal,3,4,1,78460,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0007500126
GAHI,Uganda,UGA,UG,Northern Region,75,Moyo,126,null,Sotoubouayo,126,,null,,,Kweyo,UGA0016,,31.7836,3.7122999999999999,4,1998,,9,16,,Parasitological,Kato-Katz,1,58,2,3.4500000000000002,null,null,mansoni,intestinal,3,4,1,78441,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0007500126
GAHI,Uganda,UGA,UG,Northern Region,75,Moyo,126,null,Sotoubouayo,126,,null,,,Laropi,UGA0019,,31.820599999999999,3.5605799999999999,4,2003,,6,14,,Parasitological,Kato-Katz,1,119,13,10.92,null,null,mansoni,intestinal,2,3,1,78579,"Kabatereine NB, Brooker S, Koukounari A, Kazibwe F, Tukahebwa EM, Fleming FM, Zhang Y, Webster JP, Stothard JR, Fenwick F (2007) Impact of a national helminth control programme on infection and morbidity in Ugandan schoolchildren. Bulletin of the World Health Organization, 85:91-99.",2007,AUGA0007500126
GAHI,Uganda,UGA,UG,Northern Region,75,Moyo,126,null,Sotoubouayo,126,,null,,,Laropi,UGA0016,,31.820599999999999,3.5605799999999999,4,2002,,5,16,,Parasitological,Kato-Katz,1,58,21,36.210000000000001,null,null,mansoni,intestinal,2,3,0,78360,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0007500126
GAHI,Uganda,UGA,UG,Northern Region,75,Moyo,126,null,Sotoubouayo,126,,null,,,Lefori,UGA0016,,31.585000000000001,3.5857800000000002,4,1998,,9,14,,Parasitological,Kato-Katz,1,61,6,9.8399999999999999,null,null,mansoni,intestinal,3,4,1,78541,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0007500126
AFRO,Uganda,UGA,UG,Northern Region,5125,Amolatar,49708,null,AMOLATAR,49708,Amolatar,49708,,,Namasale P/S,62915,,32.616,1.5089999999999999,1,2007,,null,null,,Parasitological,Kato-Katz,1,64,0,0,null,null,mansoni,intestinal,1,0,1,37718,,null,AUGA0512549708
AFRO,Uganda,UGA,UG,Northern Region,5125,Amolatar,49708,null,AMOLATAR,49708,Amolatar,49708,,,Opir P/S,62917,,32.826830000000001,1.5519099999999999,3,2007,,null,null,,Parasitological,Kato-Katz,1,239,6,2.5099999999999998,null,null,mansoni,intestinal,1,0,1,37717,,null,AUGA0512549708
AFRO,Uganda,UGA,UG,Northern Region,5125,Amolatar,49708,null,AMOLATAR,49708,Amolatar,49708,,,Opir,62916,,32.826799999999999,1.55203,3,2002,,null,null,,Parasitological,Kato-Katz,1,65,49,75.379999999999995,null,null,mansoni,intestinal,2,4,1,37714,,null,AUGA0512549708
GAHI,Uganda,UGA,UG,Northern Region,75,Moyo,126,null,Sotoubouayo,126,,null,,,Obongi,UGA0019,,31.543299999999999,3.2564000000000002,4,2003,,6,14,,Parasitological,Kato-Katz,1,120,10,8.3300000000000001,null,null,mansoni,intestinal,2,4,1,78569,"Kabatereine NB, Brooker S, Koukounari A, Kazibwe F, Tukahebwa EM, Fleming FM, Zhang Y, Webster JP, Stothard JR, Fenwick F (2007) Impact of a national helminth control programme on infection and morbidity in Ugandan schoolchildren. Bulletin of the World Health Organization, 85:91-99.",2007,AUGA0007500126
GAHI,Uganda,UGA,UG,Northern Region,75,Moyo,126,null,Sotoubouayo,126,,null,,,Orinya,UGA0016,,31.6051,3.431,4,1998,,9,18,,Parasitological,Kato-Katz,1,59,13,22.030000000000001,null,null,mansoni,intestinal,3,4,1,78355,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0007500126
GAHI,Uganda,UGA,UG,447,5199,2741,49782,null,Sotoubouayo,126,Moyo,49782,,,Rhino Camp And Obongi,UGA0009,,31.550999999999998,3.2509999999999999,3,1991,,1,99,,Parasitological,Kato-Katz,1,652,542,83.129999999999995,null,null,mansoni,intestinal,3,0,1,75088,"Frenzel K, Grigull L, Odongo-Aginya E, Ndugwa CM, Loroni-LLakwo T, Schweigmann U, Vester U, Spannbrucker N, Doehring E (1999) Evidence for a long-term effect of a single dose of praziquantel on Schistosoma mansoni-induced hepatosplenic lesions in northern Uganda. American Journal of Tropical Medicine and Hygiene, 60:927-931.",1999,AUGA0519900126
GAHI,Uganda,UGA,UG,Western Region,78,Ntungamo,764,null,Ntungasotouboua,764,,null,,,Kyamate,UGA0008,,30.27,-0.88,4,1998,,5,10,,Parasitological,Kato-Katz,1,65,0,0,null,null,mansoni,intestinal,3,4,1,79279,"Kabatereine NB, Tukahebwa EM, Brooker S, Alderman H, Hall A (2001) Epidemiology of intestinal helminth infestations among schoolchildren in southern Uganda. East Afr Med J, 78:283-286.",2001,AUGA0007800764
GAHI,Uganda,UGA,UG,,0,Nord-Kivu,24776,null,Nord-Kivu,24776,,null,Rwanguba,1710,Chihe,UGA0016,,29.682400000000001,-1.25956,4,2005,,5,16,,Parasitological,Kato-Katz,1,58,0,0,null,null,mansoni,intestinal,1,4,1,78488,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0000024776
GAHI,Uganda,UGA,UG,Nord Kivu,1229,Nord-Kivu,24776,null,Nord-Kivu,24776,,null,Rwanguba,1710,Chihe,UGA0016,,29.682400000000001,-1.25956,4,2005,,5,16,,Parasitological,Kato-Katz,1,58,0,0,null,null,mansoni,intestinal,1,4,1,78484,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0122924776
GAHI,Uganda,UGA,UG,Western Region,78,Nord-Kivu,24776,null,Nord-Kivu,24776,,null,Rwanguba,1710,Chihe,UGA0016,,29.682400000000001,-1.25956,4,2005,,5,16,,Parasitological,Kato-Katz,1,58,0,0,null,null,mansoni,intestinal,1,4,1,78486,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0007824776
GAHI,Uganda,UGA,UG,,0,Nord-Kivu,24776,null,Nord-Kivu,24776,,null,Rwanguba,1710,Kalehe,UGA0016,,29.659800000000001,-1.19425,4,2005,,5,16,,Parasitological,Kato-Katz,1,57,0,0,null,null,mansoni,intestinal,1,4,1,78551,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0000024776
GAHI,Uganda,UGA,UG,Nord Kivu,1229,Nord-Kivu,24776,null,Nord-Kivu,24776,,null,Rwanguba,1710,Kalehe,UGA0016,,29.659800000000001,-1.19425,4,2005,,5,16,,Parasitological,Kato-Katz,1,57,0,0,null,null,mansoni,intestinal,1,4,1,78547,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0122924776
GAHI,Uganda,UGA,UG,Western Region,78,Nord-Kivu,24776,null,Nord-Kivu,24776,,null,Rwanguba,1710,Kalehe,UGA0016,,29.659800000000001,-1.19425,4,2005,,5,16,,Parasitological,Kato-Katz,1,57,0,0,null,null,mansoni,intestinal,1,4,1,78549,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0007824776
GAHI,Uganda,UGA,UG,Eastern Region,5123,Abim,49706,null,ABIM,49706,Abim,49706,,,Alerek,UGA0016,,33.726999999999997,2.7970000000000002,1,1998,,5,17,,Parasitological,Kato-Katz,1,64,2,3.1200000000000001,null,null,mansoni,intestinal,3,2,1,78428,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0512349706
GAHI,Uganda,UGA,UG,Eastern Region,5123,Abim,49706,null,ABIM,49706,Abim,49706,,,Kiru,UGA0016,,33.662399999999998,2.67686,3,1998,,7,13,,Parasitological,Kato-Katz,1,63,0,0,null,null,mansoni,intestinal,3,2,1,78389,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0512349706
GAHI,Uganda,UGA,UG,Eastern Region,5123,Abim,49706,null,ABIM,49706,Abim,49706,,,Orwamuge,UGA0016,,33.619999999999997,2.536,1,1998,,8,14,,Parasitological,Kato-Katz,1,54,19,35.189999999999998,null,null,mansoni,intestinal,3,2,1,78475,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0512349706
GAHI,Uganda,UGA,UG,Northern Region,5127,Amuru,49710,null,AMURU,49710,Amuru,49710,,,Karutu,UGA0025,,32.160600000000002,3.2414399999999999,3,2009,,5,18,,Parasitological,Kato-Katz,1,64,16,25,null,null,mansoni,intestinal,1,2,1,75244,Kabatereine NB (2009) Unpublished data contributed by author.,2009,AUGA0512749710
GAHI,Uganda,UGA,UG,Northern Region,5127,Amuru,49710,null,AMURU,49710,Amuru,49710,,,Karutu,UGA0025,,32.160600000000002,3.2414399999999999,3,2009,,5,60,,Parasitological,Kato-Katz,1,63,13,20.629999999999999,null,null,mansoni,intestinal,1,2,0,75160,Kabatereine NB (2009) Unpublished data contributed by author.,2009,AUGA0512749710
AFRO,Uganda,UGA,UG,Northern Region,5127,Amuru,49710,null,AMURU,49710,Amuru,49710,,,Okidi Com,62935,,32.221200000000003,3.2652000000000001,3,2009,,null,null,,Parasitological,Kato-Katz,1,8,8,100,null,null,mansoni,intestinal,1,3,1,37751,,null,AUGA0512749710
GAHI,Uganda,UGA,UG,Northern Region,5124,Adjumani,49707,null,ADJUMANI,49707,Adjumani,49707,,,Alere1,UGA0016,,31.744399999999999,3.44807,3,1998,,9,15,,Parasitological,Kato-Katz,1,59,47,79.659999999999997,null,null,mansoni,intestinal,3,2,1,78505,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0512449707
GAHI,Uganda,UGA,UG,Northern Region,5124,Adjumani,49707,null,ADJUMANI,49707,Adjumani,49707,,,Aliwara,UGA0016,,31.8215,3.15787,3,1998,,10,14,,Parasitological,Kato-Katz,1,57,30,52.630000000000003,null,null,mansoni,intestinal,3,2,1,78500,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0512449707
AFRO,Uganda,UGA,UG,Northern Region,5124,Adjumani,49707,null,ADJUMANI,49707,Amuru,49710,,,Amuru,18437,,32.084000000000003,2.9670000000000001,1,2001,,null,null,,Parasitological,Kato-Katz,1,61,8,13.109999999999999,null,null,mansoni,intestinal,2,3,1,37684,,null,AUGA0512449707
GAHI,Uganda,UGA,UG,Northern Region,5124,Adjumani,49707,null,ADJUMANI,49707,Amuru,49710,,,Amuru,UGA0016,,32.084000000000003,2.9670000000000001,1,1998,,9,17,,Parasitological,Kato-Katz,1,61,58,95.079999999999998,null,null,mansoni,intestinal,3,2,0,78498,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0512449707
AFRO,Uganda,UGA,UG,Northern Region,5124,Adjumani,49707,null,ADJUMANI,49707,,null,,,Atwara,18438,,null,null,99,2001,,null,null,,Parasitological,Kato-Katz,1,57,4,7.0199999999999996,null,null,mansoni,intestinal,2,0,1,37692,,null,AUGA0512449707
AFRO,Uganda,UGA,UG,Northern Region,5124,Adjumani,49707,null,ADJUMANI,49707,Adjumani,49707,,,Ayiri,18439,,31.661999999999999,3.2389999999999999,3,2001,,null,null,,Parasitological,Kato-Katz,1,58,6,10.34,null,null,mansoni,intestinal,2,4,1,37709,,null,AUGA0512449707
AFRO,Uganda,UGA,UG,Northern Region,5124,Adjumani,49707,null,ADJUMANI,49707,Adjumani,49707,,,Biyaya P/S,18440,,31.803159999999998,3.37662,3,2011,,null,null,,Parasitological,Kato-Katz,1,50,4,8,null,null,mansoni,intestinal,1,3,1,37698,,null,AUGA0512449707
AFRO,Uganda,UGA,UG,Northern Region,5124,Adjumani,49707,null,ADJUMANI,49707,Adjumani,49707,,,Biyaya P/S,62898,,31.803159999999998,3.37662,3,2011,,null,null,,Parasitological,Kato-Katz,1,50,3,6,null,null,mansoni,intestinal,1,3,0,37699,,null,AUGA0512449707
AFRO,Uganda,UGA,UG,Northern Region,5124,Adjumani,49707,null,ADJUMANI,49707,Adjumani,49707,,,Dubajo P/S,18441,,31.684750000000001,3.4243600000000001,3,2011,,null,null,,Parasitological,Kato-Katz,1,50,6,12,null,null,mansoni,intestinal,1,3,1,37689,,null,AUGA0512449707
